BOOK_ID,Senti_S1,Senti_S2,Senti_S3,Senti_E1,Senti_E2,Senti_E3,S_count,W_count,Flesch
pg14253,0.17234523809523805,0.09115301707894301,0.0187752019002019,0.07999936069556327,0.015334419303491465,0.027616845636326166,13197,173656,78.28
pg14262,0.03547449282743402,0.08653913080383667,0.02785958173282118,0.02893790849673202,0.13190745224643524,0.07268297271204245,8501,124287,83.9
pg14303,0.14741334315802396,0.15445995324120323,0.1776196065280571,0.14144164277281154,0.12875665254697508,0.08379539030223962,8651,141718,76.35
pg14382,0.21020589826839822,0.06984036796536795,0.021671506000774304,0.1980721659293087,0.1935439450899978,0.2614484126984127,6417,99690,74.02
pg14395,0.06933978337592794,0.13938099053724048,0.18101937092443415,0.09386857586857587,0.05936416478670001,0.02958126036484245,5519,71360,78.38
pg1442,0.10205810254003025,0.11632445141065828,0.1006148344111307,0.016987951807228913,0.03060084541062803,0.08779178338001865,5931,71071,77.16
pg14420,0.09781164176325464,0.18314782439782437,0.14577464202464202,0.1699623788909503,0.21436192915066155,0.21795343137254897,5388,172224,55.85
pg14425,0.2050920073043967,0.08315654538969146,0.1963857468696178,0.15971084978706926,0.10451853701853703,0.21559363476030152,3175,70015,65.29
pg14427,0.0904001980925058,0.18492706237424553,0.09870508403959109,0.11142618204306515,-0.06076190476190473,0.10034083881486477,3258,70380,66.81
pg14454,-0.021951566951566952,0.04912738496071832,0.1146483395989975,0.015068752307124393,0.024905233655233654,0.020579534844240712,7575,121571,74.83
pg14490,0.08675103980986332,0.1253225503567969,0.1749744509676016,0.021457431457431453,0.030033211233211232,0.08204281243013635,4730,84217,64.54
pg14523,0.19451523319447847,0.23336646279306836,0.12357929020664864,0.09830802194438555,-0.04666497491798696,-0.006074170274170278,1717,33807,68.33
pg14581,0.05364265364265365,0.08810280486336824,0.11792881944444444,0.06503080618212198,-0.028411458333333344,-0.025587301587301593,6360,88936,70.16
pg14605,0.04403326877464808,0.12367880485527538,0.08267496392496392,0.01739100529100529,0.11316790973417479,-0.008290816326530611,6973,121806,75.13
pg14654,0.008733525733525725,0.20220543345543343,0.15211788835384343,0.056944444444444436,0.03258388587502512,0.06254333464154893,7209,87985,78.28
pg14669,0.15658220598845596,0.08655096576783321,0.15394547888523788,0.1271113083613084,0.10015605493133584,0.1612268518518518,7665,101645,77.37
pg14687,0.07762244642409932,0.10772090988626418,0.12097472322262233,0.13128545499639246,0.2022928662491769,0.1119648162295221,3492,68255,71.48
pg14708,0.11814709595959597,0.2115336953494848,0.14627037178507762,0.1950114591291062,0.02149943310657598,0.18090005316321106,1833,36890,73.31
pg14712,0.057364371607228765,0.06774903379448831,0.048457631477433455,0.020960479429867184,0.0031426366843033495,-0.05945987654320988,5386,100731,73.61
pg14852,0.09417397417397418,0.12646606132521632,0.022522375111660817,0.2493765084473049,0.03285344736564249,0.0668414843414843,10189,141072,71.89
pg14858,0.007104799961942824,0.12508495932408972,0.05912164224664223,0.16992789934570757,0.10221088435374145,0.1237869167869168,6173,82918,77.77
pg14885,0.05145787653904538,0.1001494833391385,0.02560013717421124,0.004201101928374659,0.03868649115742139,0.0329610650393783,3983,62332,76.05
pg14896,0.09710996240601505,0.14995436507936508,0.04846094877344877,0.050087495423316315,0.010453236850295679,0.04881933368775472,2023,28088,78.18
pg14902,0.09646164021164022,0.10370357712462971,0.08578792341678941,0.06607483565816898,0.06146752333461191,0.04849489795918368,2122,34434,68.74
pg15013,0.020216027933419232,0.1089748161891019,0.052345141308555915,-0.08694775132275134,0.056694163860830524,0.08153327596098679,9538,91930,79.9
pg15067,0.02598148148148148,0.00655113962342877,-0.0023809523809523725,0.11873178951946076,0.09795995670995669,0.15075596045745301,4465,128889,44.55
pg15094,0.0920288199454866,0.0878389749474087,0.047270784770784745,0.14661986405407457,0.06847906403940887,0.1578743734335839,5118,63433,73.0
pg15103,0.20667989417989419,0.07160011973841762,0.17312645180023223,0.16284641392199528,0.20825084715534148,0.06243716931216931,5865,73251,86.23
pg15116,0.11171063311688313,0.078609410430839,0.06728803603803604,0.13836349820392374,0.1928887085137085,0.17834245516388372,4433,67774,65.25
pg15117,0.1407770800627943,0.08827087007642562,0.13142344497607655,0.17315046637211587,0.13271978021978018,0.1901866307451414,3791,90762,56.52
pg15123,0.28896317498291185,0.23921860410831003,0.12078066378066378,0.005399427530575069,0.16535602503912358,-0.09096578025149457,5668,51982,84.47
pg15179,0.04272774739880003,0.10992051978754101,0.19142675016461425,0.09955078455078459,0.08022663610898903,0.1938374379685357,1164,18454,72.05
pg15181,0.17023482469911042,0.21394145084934568,0.21614742437855658,0.04970454037355444,0.03765113253749616,0.08085125448028674,1285,20471,82.99
pg15182,0.07470690615427461,0.014905119597916206,0.2065923890923891,0.14129234679693392,0.12819769119769123,0.06613300492610835,1473,24344,73.51
pg15183,0.23732319922686904,0.08827845702845702,0.06689103990505858,0.025342429106474065,-0.02828109740988528,0.13518976393976387,1397,23140,81.16
pg15244,-0.05433621933621933,0.01934377610693401,0.009999999999999993,0.22292313664596275,0.18761183261183273,0.11219323180166545,2326,59514,63.97
pg15275,0.09485993657505286,0.13814062281804212,0.029013750954927427,0.17458498677248666,0.078041351010101,0.02025793650793651,6656,176786,71.31
pg15315,0.11919135802469134,0.08011502240449606,0.17104371921182268,0.15595388407888405,0.16922172619047612,0.26795554753888096,10204,174326,69.86
pg15317,0.05926245340307839,0.07906590124332057,0.050437695216176234,0.10501053518752634,0.055909486854608816,0.076451724988959,319,4017,84.61
pg15321,0.12462610365152739,0.03765013116278939,0.1250914915071541,0.03386098929930101,0.20923061396275694,0.16407643508253264,7441,189863,72.84
pg15382,0.062347883597883604,0.06552469135802465,0.03382586367880484,0.2796749293324635,0.21123204837490558,0.14248421717171714,6639,79700,87.35
pg15406,0.04765953780879154,0.07385681669928244,0.16287066108494677,0.14457585377585383,0.07808241141574472,-0.013705945655098188,1963,30531,75.84
pg15430,0.12299233625453133,0.2125845508658008,0.1401058357227188,0.09857655502392348,0.15952911467617348,0.07607638345590151,4888,84517,58.96
pg15485,0.09270036270036267,0.17262430856180858,0.21965732910500357,0.1438195138195138,0.2549208299208299,0.1931351183063512,635,18711,65.09
pg15498,0.10981546231546227,0.09866387686387684,0.061024612092027794,0.1592020038042765,0.09140963203463198,-0.0239041514041514,10228,147666,77.47
pg15527,0.029931746031745993,-0.03750049758670448,0.005008825239088414,0.1380264857881137,0.1224633431085044,0.04622519187736578,10030,143977,77.57
pg15671,0.10265548198240505,0.09489165725578767,0.15086979620112154,0.07820453209342096,0.0394468806806469,0.06675450153711023,6110,65789,80.51
pg15704,0.12392272918821585,0.10475192120540953,0.15873534192499708,0.12096908939014205,0.08537945448271535,0.06646722325293754,10237,146873,70.23
pg15743,0.10092116161616164,0.03547801404944264,0.0014571789321789275,0.11829286978771517,0.06701271979049753,0.070026765349346,5603,73230,79.4
pg15774,0.21934518934518943,0.14961233211233207,0.11513674388674389,0.05627604007885698,0.1173493867243867,0.02837021475256771,13216,216048,71.38
pg15793,0.1892312661498708,0.09760435038212815,0.051204637287111505,0.08262801332654274,0.16773483365949127,0.10709459459459457,1590,21308,79.3
pg15797,0.10068369043052586,0.18648737001829782,0.017381932196746993,0.034833333333333334,0.04415958364129097,-0.027784102621764957,4238,92123,69.75
pg15799,-0.0016567460317460276,0.10663837448559664,0.10780679994163142,0.1732839326206673,0.13793604651162789,0.22065756774090106,1440,49297,61.33
pg15864,0.05095202020202017,0.16844545746060893,0.14593209320932093,0.10070388761565233,0.14777502204585544,0.1552179199401421,3847,76272,71.48
pg15875,0.03092031217031218,0.10132030178326476,0.04882297551789077,0.055528229752367673,0.013146314631463143,-0.018466490299823633,7169,84619,79.5
pg15895,0.11658395755305863,0.1507226333098426,0.20199099511599503,0.10142006802721087,0.3331760461760462,0.20474820538111677,1359,26223,75.37
pg158,0.18058007637017068,0.1802125334982478,0.16449082042455543,0.1838303212851405,0.2034774847145981,0.1681099033816425,8639,160994,64.54
pg15934,0.2460148978006121,0.07264285714285715,0.1563673889966993,0.038525098090315485,-0.07105572089947089,0.0053375503806538434,8525,131460,64.64
pg15941,0.21264384920634918,0.2792181069958848,0.1303520553520553,0.11022748246585455,0.17086210946676061,0.1865953842219664,2445,51204,82.48
pg15979,0.12103293146982465,0.11426933020683018,-0.04588220972149545,0.15009695165945164,0.007788432497734825,0.0921639928698752,3572,55535,73.92
pg15989,0.08064082382264197,-0.005661488395863394,0.06568283689994213,0.050427031509121055,0.12586075036075034,0.1435675565175565,3343,44225,79.6
pg16039,0.17216713352007473,0.1444140539595085,0.17402069160997724,0.16163925843803884,0.06667134117838341,0.22015114379084963,9886,162305,72.8
pg16080,0.04074300287171574,0.06502047450185747,0.09398345942738459,0.1505519844913784,0.08974697469746976,0.07800982384823846,10754,192727,72.19
pg16094,0.044812027841439596,0.16724695938981654,0.14615419501133786,0.0845082428986539,0.052857142857142866,0.03191317941317941,9338,142977,75.74
pg16112,-0.01639190275266225,0.11387235449735446,0.033323972089794866,0.1876246549344375,0.03592034142881602,0.03434607645875251,944,22200,65.09
pg16137,0.09053087263613581,0.11601478494623656,0.12364649072480394,0.037406126482213434,0.015371123104889342,0.051496632996633,10964,116549,77.47
pg16138,0.06552282405940942,0.1179854441854442,0.06142817685786436,0.22355423115697087,0.20032267115600455,0.07515376984126984,5208,108628,80.14
pg16143,0.15330966652395223,0.1170808916693063,0.14019414575866188,0.2580592691622104,0.12911042438150871,0.026006054131054137,3459,61895,76.15
pg161,0.15885576544667449,0.1384714491857349,0.14261961910476764,0.1853574996432139,0.20331194909508163,0.07153520499108734,5191,120050,58.45
pg16217,0.2132000835421888,0.20203440419229893,0.20392817460317458,0.12659769050394046,0.07782916373032654,0.1957173382173382,8643,174275,65.19
pg16252,0.21207029861524235,0.19535446160446154,0.12632456102753134,0.14181692259522444,0.06853695179644542,0.16882308619650388,3218,71035,71.38
pg16283,0.1675353925353925,0.08382372835497837,0.09579059829059829,0.10207633053221289,0.12600069013112486,0.13099767080745336,4713,78590,67.49
pg1634,0.10217846669459571,0.1293748711605854,0.08775847763347762,0.14221089240620488,0.13710749344552164,0.1861328229383785,5785,67128,88.36
pg16345,0.19515965300849017,0.14005376344086015,0.24386882587817177,0.007208193041526381,-0.11075448416997717,0.007433504933504938,1161,21395,67.93
pg16381,0.07977954144620812,0.060052113214763815,0.11859379509379502,0.10479080932784635,0.07012392835922249,0.09910993576316152,8120,100376,77.98
pg16398,0.08679199832425637,0.13159645909645906,0.05587905219093339,0.2599363381716324,0.24434422921711063,0.2196705426356589,7557,158047,69.65
pg16403,0.07688717532467527,0.0860962962962963,0.04215828924162258,0.024515430805753392,0.04069885361552026,-0.04748404516445756,2935,53310,61.7
pg16453,0.22975157642965854,0.17409857503607507,0.17092467114206247,0.26664632986061565,0.2025592726542093,0.1256465756465756,5115,76456,76.15
pg16497,0.05621154729109274,0.1229093389249639,0.08488095238095239,0.10767304860088366,0.1017929722394008,0.016418201058201055,9107,114362,75.44
pg1651,0.15957070707070706,-0.023139534883720916,0.08168524261807844,0.024437183772626794,0.0990942028985507,-0.05075589498884954,7168,104952,77.06
pg16554,0.17852425876010777,0.08834780092592592,0.16683312719026994,0.07337217256048426,0.1743823099415204,0.036925595238095264,7560,90350,81.63
pg16574,0.10283181357649439,0.13500618429189848,0.04176587301587301,0.12267226722672266,0.036565205627705634,0.1309540877282813,1141,34838,49.52
pg16612,0.0205862405568288,0.03685117002127311,0.064554803992304,0.17523919957593426,0.17124242424242422,0.0479498494800219,6234,93777,79.19
pg16662,0.05378080618212197,0.06578843889188712,0.08980078563411893,0.2486385281385281,0.19271524771524773,0.19593036274070752,5821,132804,67.52
pg16676,0.12730582219712655,0.053715827551444,0.14818725198412697,0.0949472263132057,0.06821632071632074,0.06586459836459838,3358,70869,63.87
pg16682,0.020889724310776934,0.10789457535591551,0.06766699250570217,0.20218676122931442,0.11681156806156805,0.06919191919191917,4356,67832,71.58
pg16703,0.1290137987012987,0.15272014920366564,0.1109984974933429,0.12031515024936079,-0.023090062111801247,0.012984567901234572,4971,94132,62.11
pg16719,0.1436602800491689,0.09889746227709188,0.03508535489667566,0.10839646464646462,0.23152252865736014,0.10654166666666665,772,10413,78.08
pg16720,0.0632119150690579,0.023981118462250522,0.21167954345037676,0.14912565985350795,0.148636630858853,0.05425577615232783,7025,134957,69.35
pg16730,0.08662157287157288,0.09576739926739926,0.028650578277443974,0.08429665132046084,0.11985767195767198,0.026636100386100387,5141,91433,73.31
pg16771,0.054623136123136115,0.08898233898233898,0.03953265044814341,0.15481814995703883,0.043862879951589634,-0.036747685185185196,4243,58961,78.38
pg16788,0.08590851492111996,0.12248135398737807,0.12848418534080297,0.06700897867564536,0.0790427111648042,0.06906921840466143,5152,128604,57.47
pg16798,0.058515596160944955,0.08808302808302808,0.0907132132132132,0.08828393828393827,0.0061755615860093465,-0.005192307692307694,10935,152269,75.03
pg16799,0.014619940905655193,0.049996569087478154,0.08058893153629994,-0.00701484941175662,0.031125541125541167,0.19362108479755535,4348,65506,79.9
pg16803,0.04668738946934437,-0.004851410934744273,0.04743977591036413,0.15106544901065447,0.16051111311527974,0.12823560863739433,8578,100584,78.38
pg16836,0.09884193776520507,0.15122835497835493,0.19487951807228918,0.048597046413502126,0.1586300505050505,0.08192390667638194,5851,99800,70.67
pg16909,-0.04153683156110344,0.08542396095967528,0.000509946402803553,0.10546615581098341,0.01627987092272807,0.0830663335292965,5534,76150,76.56
pg16919,0.10174857821916643,0.12168146265972349,0.06972890559732664,0.01415185403821767,0.05279158040027605,0.03866475602586713,2352,25445,86.44
pg16968,0.1613263347763348,0.11367173016109186,0.1582742646761339,0.2472017409114183,0.20056786350904,0.178527803811309,6177,53503,90.09
pg1699,0.016523342670401505,0.11587552742616034,0.03017915499533146,0.03860625656921953,0.06907494980864547,0.010364808802308795,7253,83572,80.62
pg16993,0.049135440425763,0.07883365119728758,0.1551519961519961,0.19985801660113586,0.05197278911564626,0.10988390397481307,8132,158709,68.03
pg17047,0.10296065046065045,0.12317001556363258,0.10355571142805184,-0.05874796499796501,0.01647230734309385,0.07012429108359339,6148,91782,77.67
pg17048,0.05731040564373897,0.0752925315425315,0.1413657770800627,0.18105290711998023,0.10961407639979068,0.16757697456492635,2908,56484,69.35
pg17062,0.11461720776236907,0.0644401649548708,0.11651082965439395,0.31406100172229223,0.22700396825396826,0.19761845943911158,2070,59074,58.39
pg17084,0.024496679624230643,0.19787178507766737,0.03867113095238094,0.04505036630036629,0.1580075187969925,0.0166619425547997,4176,84288,72.7
pg17141,-0.0020181405895691603,0.06573877511377509,0.006991943241943241,0.1708984558010532,0.22562777004741288,0.1673214285714285,7368,124285,74.93
pg17191,0.06970700394613438,0.1150383966968125,0.08844332298136648,0.09349480021893813,0.0785628908128908,0.039376234145971,4622,98103,56.42
pg17241,0.0634468272955115,0.02386767107161844,0.01133409491742825,0.12086149961149961,0.08515536315536318,0.07822916666666666,1086,20207,67.49
pg17308,0.06078546176046174,0.02105240912933221,-0.027123273551844976,0.11115221987315008,0.1133700729095466,0.11804869345630215,11246,176978,72.7
pg17359,0.16330985915492954,0.10556758056758056,0.20429059829059826,0.12299915824915823,0.03640782828282829,0.07910790598290598,6927,71248,88.77
pg17390,0.1402035464535465,0.14474093614718608,0.05110427807486632,0.045598845598845604,0.06563719814322223,0.23576685219542362,2306,23575,79.9
pg17402,0.10879259259259255,0.139454134366925,0.09188892704517704,0.04127058764989799,0.0784608378870674,0.1373469920883714,8121,92026,81.12
pg17434,0.01278860028860029,0.04585676037483266,0.00021645021645021236,0.024645753298192328,0.026367103315155276,0.197096981965403,8155,106598,75.54
pg17446,0.1574008230017846,0.006500333694083688,0.048873943516800696,0.09701253607503607,0.09229655712050078,0.03269047619047621,5501,63341,78.99
pg1747,0.028505875077303646,0.06053187403993855,0.022659350198412694,0.07667824074074074,-0.011197916666666669,0.0619501133786848,4083,55671,68.54
pg1748,0.07754596053297352,0.07763796033026803,0.06962481962481962,0.012260683760683774,-0.07238782051282053,0.02347414234511009,10141,147387,49.25
pg17559,0.030732518232518248,0.021824574862549555,0.02641876750700281,0.04107083717739456,0.016271212121212148,0.060128469923650646,1695,26300,75.24
pg17564,0.06142592013073942,0.059024390243902436,0.09251123349224617,0.0376340266014179,0.16054360569985562,0.09849785981808451,10857,154005,75.84
pg17642,0.07891920793982651,0.11207572440331062,0.049428926452735986,0.04242009132420091,0.00473993764172335,0.09588338071547028,11017,161471,78.99
pg17698,0.1711158503805563,0.096648766142437,0.09953722002635042,0.0021813725490196106,0.003235987103174621,-0.10404606286959228,13838,177260,78.99
